index,id,label,split
389,389,1,TrainSet
390,390,2,TrainSet
391,391,0,TrainSet
392,392,2,TrainSet
393,393,3,TrainSet
394,394,3,TrainSet
395,395,0,TrainSet
396,396,0,TrainSet
397,397,3,TrainSet
398,398,0,TestSet
399,399,1,TrainSet
400,400,0,TrainSet
401,401,2,TrainSet
402,402,0,TrainSet
403,403,0,TrainSet
404,404,0,TrainSet
405,405,0,TrainSet
406,406,3,TestSet
407,407,3,TrainSet
408,408,0,TrainSet
409,409,1,TrainSet
410,410,0,TestSet
411,411,0,TrainSet
412,412,0,TrainSet
413,413,0,TrainSet
414,414,2,TrainSet
415,415,0,TrainSet
416,416,3,TrainSet
417,417,3,TrainSet
418,418,0,TrainSet
419,419,0,TestSet
420,420,0,TrainSet
421,421,0,TrainSet
422,422,2,TestSet
423,423,0,TestSet
424,424,0,TrainSet
425,425,2,TrainSet
426,426,3,TrainSet
427,427,0,TrainSet
428,428,0,TrainSet
429,429,3,TrainSet
430,430,0,TrainSet
431,431,0,TrainSet
432,432,3,TrainSet
433,433,1,TrainSet
434,434,2,TrainSet
435,435,3,TrainSet
436,436,0,TestSet
437,437,0,TestSet
438,438,0,TrainSet
439,439,3,TrainSet
440,440,0,TrainSet
441,441,3,TestSet
442,442,0,TrainSet
443,443,0,TrainSet
444,444,0,TestSet
445,445,0,TrainSet
446,446,0,TrainSet
447,447,0,TestSet
448,448,0,TrainSet
449,449,0,TrainSet
450,450,0,TrainSet
451,451,0,TrainSet
452,452,1,TrainSet
453,453,0,TrainSet
454,454,0,TestSet
455,455,0,TrainSet
456,456,0,TrainSet
457,457,3,TestSet
458,458,0,TrainSet
459,459,2,TrainSet
460,460,0,TestSet
461,461,3,TrainSet
462,462,3,TestSet
463,463,0,TrainSet
464,464,0,TrainSet
465,465,0,TrainSet
466,466,0,TestSet
467,467,0,TrainSet
468,468,3,TrainSet
469,469,0,TrainSet
470,470,0,TrainSet
471,471,0,TrainSet
472,472,0,TrainSet
473,473,0,TestSet
474,474,0,TestSet
475,475,0,TrainSet
476,476,0,TestSet
477,477,0,TrainSet
478,478,0,TestSet
479,479,1,TrainSet
480,480,0,TrainSet
481,481,2,TrainSet
482,482,0,TrainSet
483,483,0,TrainSet
484,484,3,TestSet
485,485,3,TrainSet
486,486,2,TrainSet
487,487,0,TestSet
488,488,0,TrainSet
489,489,3,TrainSet
490,490,1,TrainSet
491,491,2,TestSet
492,492,0,TrainSet
493,493,0,TrainSet
494,494,0,TestSet
495,495,0,TrainSet
496,496,0,TrainSet
497,497,0,TrainSet
498,498,0,TrainSet
499,499,0,TestSet
500,500,0,TrainSet
501,501,2,TrainSet
502,502,0,TestSet
503,503,0,TrainSet
504,504,3,TestSet
505,505,2,TestSet
506,506,0,TrainSet
507,507,0,TrainSet
508,508,2,TrainSet
509,509,3,TrainSet
510,510,0,TrainSet
511,511,3,TrainSet
512,512,0,TestSet
513,513,2,TrainSet
514,514,0,TrainSet
515,515,0,TrainSet
516,516,0,TestSet
517,517,0,TrainSet
518,518,2,TrainSet
519,519,0,TestSet
520,520,2,TrainSet
521,521,0,TrainSet
522,522,0,TrainSet
523,523,2,TrainSet
524,524,3,TestSet
525,525,0,TestSet
526,526,0,TrainSet
527,527,0,TrainSet
528,528,0,TrainSet
529,529,0,TrainSet
530,530,0,TrainSet
531,531,3,TrainSet
532,532,0,TrainSet
533,533,2,TrainSet
534,534,0,TrainSet
535,535,0,TrainSet
536,536,0,TestSet
537,537,0,TrainSet
538,538,2,TrainSet
539,539,3,TrainSet
540,540,0,TrainSet
541,541,3,TrainSet
542,542,0,TrainSet
543,543,0,TrainSet
544,544,3,TrainSet
545,545,0,TrainSet
546,546,2,TrainSet
547,547,3,TrainSet
548,548,2,TrainSet
549,549,0,TestSet
550,550,0,TrainSet
551,551,0,TrainSet
552,552,1,TrainSet
553,553,0,TrainSet
554,554,2,TrainSet
555,555,3,TrainSet
556,556,0,TrainSet
557,557,0,TrainSet
558,558,1,TrainSet
559,559,2,TrainSet
560,560,0,TrainSet
561,561,0,TrainSet
562,562,2,TrainSet
563,563,0,TestSet
564,564,2,TestSet
565,565,2,TrainSet
566,566,3,TrainSet
567,567,0,TrainSet
568,568,3,TrainSet
569,569,0,TrainSet
570,570,0,TrainSet
571,571,0,TrainSet
572,572,0,TestSet
573,573,0,TestSet
574,574,0,TrainSet
575,575,0,TestSet
576,576,3,TrainSet
577,577,0,TrainSet
578,578,0,TestSet
579,579,0,TrainSet
580,580,2,TrainSet
581,581,0,TestSet
582,582,0,TestSet
583,583,2,TrainSet
584,584,3,TrainSet
585,585,0,TestSet
586,586,1,TrainSet
587,587,0,TrainSet
588,588,0,TrainSet
589,589,2,TrainSet
590,590,3,TestSet
591,591,0,TrainSet
592,592,0,TrainSet
593,593,0,TrainSet
594,594,0,TrainSet
595,595,0,TrainSet
596,596,0,TrainSet
597,597,0,TrainSet
598,598,2,TestSet
599,599,2,TrainSet
600,600,0,TrainSet
601,601,2,TestSet
602,602,0,TrainSet
603,603,2,TrainSet
604,604,0,TrainSet
605,605,0,TrainSet
606,606,3,TrainSet
607,607,3,TrainSet
608,608,0,TrainSet
609,609,2,TrainSet
610,610,0,TrainSet
611,611,0,TrainSet
612,612,2,TestSet
613,613,0,TrainSet
614,614,2,TestSet
615,615,0,TrainSet
616,616,0,TestSet
617,617,2,TrainSet
618,618,0,TestSet
619,619,0,TrainSet
620,620,0,TrainSet
621,621,0,TrainSet
622,622,2,TrainSet
623,623,0,TrainSet
624,624,3,TestSet
625,625,0,TrainSet
626,626,2,TrainSet
627,627,3,TrainSet
628,628,0,TestSet
629,629,0,TrainSet
630,630,0,TestSet
631,631,3,TrainSet
632,632,0,TestSet
633,633,3,TrainSet
634,634,2,TrainSet
635,635,0,TrainSet
636,636,2,TrainSet
637,637,0,TrainSet
638,638,1,TrainSet
639,639,0,TrainSet
640,640,0,TrainSet
641,641,0,TrainSet
642,642,0,TrainSet
643,643,0,TrainSet
644,644,0,TrainSet
645,645,2,TrainSet
646,646,0,TrainSet
647,647,0,TestSet
648,648,0,TrainSet
649,649,0,TrainSet
650,650,0,TrainSet
651,651,0,TestSet
652,652,0,TestSet
653,653,0,TrainSet
654,654,0,TrainSet
655,655,0,TestSet
656,656,0,TrainSet
657,657,1,TrainSet
658,658,0,TrainSet
659,659,0,TrainSet
660,660,3,TrainSet
661,661,2,TrainSet
662,662,0,TestSet
663,663,2,TrainSet
664,664,0,TrainSet
665,665,0,TrainSet
666,666,0,TrainSet
667,667,1,TrainSet
668,668,0,TrainSet
669,669,0,TestSet
670,670,0,TrainSet
671,671,0,TrainSet
672,672,0,TestSet
673,673,0,TestSet
674,674,2,TestSet
675,675,0,TrainSet
676,676,0,TrainSet
677,677,0,TrainSet
678,678,0,TrainSet
679,679,0,TrainSet
680,680,2,TrainSet
681,681,3,TestSet
682,682,0,TrainSet
683,683,2,TrainSet
684,684,0,TrainSet
685,685,0,TrainSet
686,686,0,TrainSet
687,687,0,TrainSet
688,688,0,TrainSet
689,689,0,TestSet
690,690,0,TestSet
691,691,0,TrainSet
692,692,0,TrainSet
693,693,0,TrainSet
694,694,3,TrainSet
695,695,3,TestSet
696,696,0,TrainSet
697,697,0,TrainSet
698,698,0,TestSet
699,699,0,TrainSet
700,700,0,TrainSet
701,701,0,TestSet
702,702,2,TrainSet
703,703,2,TrainSet
704,704,0,TrainSet
705,705,0,TrainSet
706,706,3,TrainSet
707,707,0,TrainSet
708,708,3,TestSet
709,709,1,TrainSet
710,710,0,TrainSet
711,711,0,TrainSet
712,712,0,TestSet
713,713,0,TrainSet
714,714,0,TrainSet
715,715,2,TrainSet
716,716,2,TestSet
717,717,0,TrainSet
718,718,0,TestSet
719,719,0,TrainSet
720,720,2,TrainSet
721,721,0,TrainSet
722,722,0,TrainSet
723,723,0,TrainSet
724,724,0,TrainSet
725,725,0,TrainSet
726,726,3,TrainSet
727,727,0,TrainSet
728,728,0,TrainSet
729,729,3,TrainSet
730,730,0,TrainSet
731,731,0,TrainSet
732,732,0,TrainSet
733,733,0,TrainSet
734,734,0,TrainSet
735,735,0,TrainSet
736,736,2,TrainSet
737,737,0,TrainSet
738,738,0,TrainSet
739,739,2,TrainSet
740,740,0,TrainSet
741,741,1,TrainSet
742,742,0,TrainSet
743,743,0,TrainSet
744,744,3,TrainSet
745,745,3,TrainSet
746,746,0,TrainSet
747,747,0,TrainSet
748,748,1,TrainSet
749,749,0,TrainSet
750,750,2,TrainSet
751,751,3,TrainSet
752,752,3,TestSet
753,753,0,TrainSet
754,754,3,TrainSet
755,755,0,TrainSet
756,756,3,TestSet
757,757,1,TrainSet
758,758,0,TestSet
759,759,0,TestSet
760,760,0,TrainSet
761,761,0,TrainSet
762,762,2,TrainSet
763,763,0,TrainSet
764,764,2,TrainSet
765,765,0,TrainSet
766,766,0,TrainSet
767,767,3,TrainSet
768,768,0,TrainSet
769,769,0,TrainSet
770,770,0,TrainSet
771,771,2,TrainSet
772,772,0,TrainSet
773,773,0,TestSet
774,774,3,TrainSet
775,775,0,TestSet
776,776,2,TrainSet
777,777,2,TestSet
778,778,0,TrainSet
779,779,2,TrainSet
780,780,0,TrainSet
781,781,2,TrainSet
782,782,0,TestSet
783,783,1,TrainSet
784,784,0,TestSet
785,785,0,TrainSet
786,786,2,TrainSet
787,787,0,TrainSet
788,788,2,TestSet
789,789,3,TrainSet
790,790,0,TestSet
791,791,0,TrainSet
792,792,0,TrainSet
793,793,3,TestSet
794,794,0,TrainSet
795,795,2,TrainSet
796,796,0,TrainSet
797,797,0,TrainSet
798,798,0,TrainSet
799,799,1,TrainSet
800,800,0,TrainSet
801,801,0,TrainSet
802,802,0,TestSet
803,803,0,TestSet
804,804,3,TestSet
805,805,0,TrainSet
806,806,0,TrainSet
807,807,0,TestSet
808,808,0,TrainSet
809,809,0,TrainSet
810,810,3,TrainSet
811,811,1,TrainSet
812,812,0,TestSet
813,813,0,TrainSet
814,814,0,TrainSet
815,815,0,TrainSet
816,816,2,TrainSet
817,817,2,TrainSet
818,818,3,TrainSet
819,819,0,TrainSet
820,820,3,TestSet
821,821,3,TestSet
822,822,0,TrainSet
823,823,3,TrainSet
824,824,3,TrainSet
825,825,3,TrainSet
826,826,0,TrainSet
827,827,0,TrainSet
828,828,1,TrainSet
829,829,0,TrainSet
830,830,0,TrainSet
831,831,3,TestSet
832,832,0,TrainSet
833,833,0,TestSet
834,834,2,TrainSet
835,835,2,TrainSet
836,836,0,TrainSet
837,837,2,TrainSet
838,838,3,TestSet
839,839,0,TrainSet
840,840,0,TrainSet
841,841,0,TrainSet
842,842,0,TestSet
843,843,0,TrainSet
844,844,3,TrainSet
845,845,0,TrainSet
846,846,0,TrainSet
847,847,3,TrainSet
848,848,0,TrainSet
849,849,0,TrainSet
850,850,0,TrainSet
851,851,0,TrainSet
852,852,3,TestSet
853,853,1,TrainSet
854,854,0,TrainSet
855,855,0,TrainSet
856,856,0,TestSet
857,857,0,TrainSet
858,858,2,TrainSet
859,859,0,TrainSet
860,860,0,TrainSet
861,861,0,TrainSet
862,862,2,TestSet
863,863,0,TrainSet
864,864,0,TrainSet
865,865,0,TrainSet
866,866,0,TestSet
867,867,2,TrainSet
868,868,0,TrainSet
869,869,3,TrainSet
870,870,0,TrainSet
871,871,0,TestSet
872,872,2,TrainSet
873,873,3,TestSet
874,874,2,TrainSet
875,875,0,TrainSet
876,876,3,TestSet
877,877,0,TrainSet
878,878,0,TrainSet
879,879,0,TrainSet
880,880,2,TestSet
881,881,0,TrainSet
882,882,0,TrainSet
883,883,0,TestSet
884,884,0,TrainSet
885,885,3,TrainSet
886,886,0,TestSet
887,887,3,TrainSet
888,888,0,TrainSet
889,889,0,TrainSet
890,890,0,TrainSet
891,891,2,TrainSet
892,892,3,TrainSet
893,893,0,TrainSet
894,894,3,TrainSet
895,895,0,TrainSet
896,896,1,TestSet
897,897,2,TestSet
898,898,1,TrainSet
899,899,0,TrainSet
900,900,0,TrainSet
901,901,2,TrainSet
902,902,2,TestSet
903,903,3,TrainSet
904,904,0,TrainSet
905,905,1,TrainSet
906,906,0,TrainSet
907,907,0,TrainSet
908,908,2,TrainSet
909,909,3,TrainSet
910,910,0,TrainSet
911,911,3,TrainSet
912,912,0,TrainSet
913,913,2,TrainSet
914,914,0,TrainSet
915,915,3,TrainSet
916,916,3,TrainSet
917,917,0,TrainSet
918,918,0,TrainSet
919,919,0,TrainSet
920,920,2,TestSet
921,921,3,TestSet
922,922,0,TrainSet
923,923,3,TestSet
924,924,0,TrainSet
925,925,1,TrainSet
926,926,3,TestSet
927,927,3,TrainSet
928,928,1,TestSet
929,929,0,TrainSet
930,930,2,TrainSet
931,931,0,TrainSet
932,932,0,TrainSet
933,933,0,TestSet
934,934,1,TrainSet
935,935,2,TrainSet
936,936,0,TrainSet
937,937,2,TrainSet
938,938,0,TestSet
939,939,1,TrainSet
940,940,3,TrainSet
941,941,0,TrainSet
942,942,1,TrainSet
943,943,3,TrainSet
944,944,0,TrainSet
945,945,3,TrainSet
946,946,2,TrainSet
947,947,0,TrainSet
948,948,0,TestSet
949,949,1,TestSet
950,950,0,TrainSet
951,951,0,TrainSet
952,952,0,TrainSet
953,953,0,TestSet
954,954,0,TestSet
955,955,0,TestSet
956,956,3,TrainSet
957,957,0,TestSet
958,958,0,TrainSet
959,959,0,TrainSet
960,960,0,TestSet
961,961,1,TrainSet
962,962,2,TrainSet
963,963,0,TestSet
964,964,0,TestSet
965,965,0,TestSet
966,966,0,TestSet
967,967,3,TestSet
968,968,3,TrainSet
969,969,0,TrainSet
970,970,3,TrainSet
971,971,0,TrainSet
972,972,2,TrainSet
973,973,2,TrainSet
974,974,2,TrainSet
975,975,0,TrainSet
976,976,0,TrainSet
977,977,0,TrainSet
978,978,3,TrainSet
979,979,1,TestSet
980,980,0,TestSet
981,981,0,TrainSet
982,982,3,TrainSet
983,983,0,TrainSet
984,984,0,TrainSet
985,985,2,TestSet
986,986,0,TestSet
987,987,0,TrainSet
988,988,3,TrainSet
989,989,0,TestSet
990,990,2,TrainSet
991,991,0,TrainSet
992,992,3,TrainSet
993,993,0,TrainSet
994,994,0,TrainSet
995,995,0,TrainSet
996,996,0,TestSet
997,997,3,TrainSet
998,998,3,TrainSet
999,999,0,TrainSet
1000,1000,0,TrainSet
1001,1001,0,TrainSet
1002,1002,2,TrainSet
1003,1003,0,TestSet
1004,1004,2,TrainSet
1005,1005,0,TrainSet
1006,1006,3,TrainSet
1007,1007,0,TrainSet
1008,1008,0,TrainSet
1009,1009,0,TrainSet
1010,1010,0,TrainSet
1011,1011,3,TrainSet
1012,1012,0,TrainSet
1013,1013,2,TrainSet
1014,1014,2,TrainSet
1015,1015,2,TrainSet
1016,1016,0,TrainSet
1017,1017,0,TrainSet
1018,1018,2,TestSet
1019,1019,0,TrainSet
1020,1020,3,TrainSet
1021,1021,0,TrainSet
1022,1022,2,TestSet
1023,1023,0,TrainSet
1024,1024,3,TrainSet
1025,1025,0,TestSet
1026,1026,0,TrainSet
1027,1027,0,TrainSet
1028,1028,0,TrainSet
1029,1029,3,TrainSet
1030,1030,0,TrainSet
1031,1031,2,TrainSet
1032,1032,1,TestSet
1033,1033,0,TrainSet
1034,1034,3,TrainSet
1035,1035,0,TrainSet
1036,1036,3,TrainSet
1037,1037,2,TrainSet
1038,1038,0,TrainSet
1039,1039,0,TrainSet
1040,1040,0,TestSet
1041,1041,3,TestSet
1042,1042,3,TrainSet
1043,1043,0,TestSet
1044,1044,0,TrainSet
1045,1045,3,TestSet
1046,1046,2,TrainSet
1047,1047,2,TrainSet
1048,1048,0,TrainSet
1049,1049,2,TrainSet
1050,1050,0,TrainSet
1051,1051,0,TrainSet
1052,1052,3,TrainSet
1053,1053,1,TestSet
1054,1054,3,TestSet
1055,1055,0,TrainSet
1056,1056,0,TrainSet
1057,1057,0,TestSet
1058,1058,0,TrainSet
1059,1059,0,TestSet
1060,1060,3,TestSet
1061,1061,0,TrainSet
1062,1062,3,TrainSet
1063,1063,1,TrainSet
1064,1064,0,TrainSet
1065,1065,0,TrainSet
1066,1066,0,TrainSet
1067,1067,0,TrainSet
1068,1068,0,TrainSet
1069,1069,0,TrainSet
1070,1070,0,TestSet
1071,1071,3,TrainSet
1072,1072,0,TrainSet
1073,1073,0,TrainSet
1074,1074,0,TrainSet
1075,1075,0,TrainSet
1076,1076,3,TrainSet
1077,1077,0,TestSet
1078,1078,0,TestSet
1079,1079,0,TrainSet
1080,1080,3,TrainSet
1081,1081,0,TrainSet
1082,1082,3,TrainSet
1083,1083,0,TrainSet
1084,1084,0,TrainSet
1085,1085,0,TrainSet
1086,1086,3,TrainSet
1087,1087,0,TrainSet
1088,1088,0,TrainSet
1089,1089,0,TrainSet
1090,1090,0,TestSet
1091,1091,2,TestSet
1092,1092,3,TrainSet
1093,1093,0,TrainSet
1094,1094,0,TrainSet
1095,1095,3,TrainSet
1096,1096,0,TrainSet
1097,1097,3,TrainSet
1098,1098,2,TrainSet
1099,1099,0,TestSet
1100,1100,0,TrainSet
1101,1101,2,TrainSet
1102,1102,0,TrainSet
1103,1103,0,TrainSet
1104,1104,2,TrainSet
1105,1105,0,TrainSet
1106,1106,0,TrainSet
1107,1107,2,TrainSet
1108,1108,0,TrainSet
1109,1109,3,TrainSet
1110,1110,2,TrainSet
1111,1111,0,TrainSet
1112,1112,0,TrainSet
1113,1113,3,TrainSet
1114,1114,0,TrainSet
1115,1115,0,TrainSet
1116,1116,2,TestSet
1117,1117,0,TrainSet
1118,1118,0,TestSet
1119,1119,0,TrainSet
1120,1120,0,TrainSet
1121,1121,3,TestSet
1122,1122,0,TestSet
1123,1123,2,TrainSet
1124,1124,0,TrainSet
1125,1125,0,TrainSet
1126,1126,2,TestSet
1127,1127,0,TrainSet
1128,1128,0,TrainSet
1129,1129,0,TrainSet
1130,1130,0,TrainSet
1131,1131,0,TrainSet
1132,1132,0,TrainSet
1133,1133,3,TrainSet
1134,1134,0,TrainSet
1135,1135,2,TrainSet
1136,1136,0,TrainSet
1137,1137,0,TestSet
1138,1138,0,TrainSet
1139,1139,3,TestSet
1140,1140,0,TrainSet
1141,1141,3,TestSet
1142,1142,0,TrainSet
1143,1143,0,TrainSet
1144,1144,0,TrainSet
1145,1145,0,TrainSet
1146,1146,0,TestSet
1147,1147,0,TrainSet
1148,1148,0,TrainSet
1149,1149,0,TrainSet
1150,1150,3,TrainSet
1151,1151,1,TrainSet
1152,1152,0,TestSet
1153,1153,0,TrainSet
1154,1154,2,TestSet
1155,1155,0,TestSet
1156,1156,3,TrainSet
1157,1157,0,TrainSet
